,element,Unit_lattice_constant,lattice_constant_a,lattice_constant_b,lattice_constant_c,Tc,Element_Normalize,Tc_mean,Tc_range
5068,Y1Ba1Sr1Cu3O6.98,A,3.784,3.853,11.562,82.0,Ba50Sr50Y50Cu150O349,82.8,1.5999999999999943
5069,Y1Ba1Sr1Cu3O6.96,A,3.785,3.853,11.562,83.5,Ba25Sr25Y25(Cu25O58)3,83.5,0.0
5070,Y1Ba1Sr1Cu3O6.8,A,3.801,3.85,11.574,51.5,Ba5Sr5Y5Cu15O34,67.5,32.0
5071,Y1Ba1Sr1Cu3O6.685,A,3.817,3.841,11.584,34.0,Ba200Sr200Y200Cu600O1337,34.0,0.0
5072,Y1Ba0.75Sr1.25Cu3O6.91,,,,,80.0,Ba75Sr125Y100Cu300O691,80.0,0.0
5073,Y1Ba0.75Sr1.25Cu3O6.94,A,3.783,3.845,11.539,74.0,Ba75Sr125Y100(Cu150O347)2,74.0,0.0
5074,La1.865Sr0.135Cu1O4,,,,,31.0,Sr27La373(CuO4)200,33.0,4.0
5075,La1.85Sr0.15Cu1O4,,,,,30.5,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
5076,La1.85Sr0.15Cu1O4,,,,,27.5,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
5077,La1.85Sr0.15Cu1O4,,,,,27.0,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
5078,La1.85Sr0.15Cu1O4,,,,,27.0,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
5079,La1.85Sr0.15Cu1O4,,,,,23.0,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
5080,La1.85Sr0.15Cu1O4,,,,,25.0,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
5081,La1.825Sr0.175Cu1O4,,,,,24.0,Sr7La73(CuO4)40,30.625,12.0
5082,La1.825Sr0.175Cu1O4,,,,,27.5,Sr7La73(CuO4)40,30.625,12.0
5083,La1.85Sr0.15Cu1O4,,,,,36.0,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
5084,La1.8Sr0.2Cu1O4,,,,,30.0,SrLa9(CuO4)5,30.797222222222224,22.6
5085,La1.79Sr0.21Cu1O4,,,,,27.0,Sr21La179(CuO4)100,30.0,6.0
5086,La1.78Sr0.22Cu1O4,,,,,21.0,Sr11La89(CuO4)50,25.174999999999997,9.0
5087,La1.77Sr0.23Cu1O4,,,,,21.0,Sr23La177(CuO4)100,21.15,0.3000000000000007
5088,La1.76Sr0.24Cu1O4,,,,,16.0,Sr6La44(CuO4)25,18.214285714285715,5.800000000000001
5089,La1.74Sr0.26Cu1O4,,,,,13.0,Sr13La87(CuO4)50,9.5875,6.6
5090,La1.82Sr0.18Cu0.995Zn0.005O4,,,,,30.0,Sr36La364ZnCu199O800,30.0,0.0
5091,La1.81Sr0.19Cu0.995Zn0.005O4,,,,,29.0,Sr38La362ZnCu199O800,29.0,0.0
5092,La1.8Sr0.2Cu0.995Zn0.005O4,,,,,19.5,Sr40La360ZnCu199O800,22.8,6.600000000000001
5093,La1.79Sr0.21Cu0.995Zn0.005O4,,,,,20.0,Sr42La358ZnCu199O800,20.0,0.0
5094,La1.78Sr0.22Cu0.995Zn0.005O4,,,,,20.0,Sr44La356ZnCu199O800,16.293333333333333,10.12
5095,La1.77Sr0.23Cu0.995Zn0.005O4,,,,,18.0,Sr46La354ZnCu199O800,18.0,0.0
5096,La1.76Sr0.24Cu0.995Zn0.005O4,,,,,13.0,Sr48La352ZnCu199O800,13.0,0.0
5097,La1.83Sr0.17Cu0.99Zn0.01O4,,,,,25.0,Sr17La183ZnCu99O400,25.0,0.0
5098,La1.82Sr0.18Cu0.99Zn0.01O4,,,,,25.0,Sr18La182ZnCu99O400,25.0,0.0
5099,La1.815Sr0.185Cu0.99Zn0.01O4,,,,,24.0,Sr37La363Zn2(Cu99O400)2,24.0,0.0
5100,La1.81Sr0.19Cu0.99Zn0.01O4,,,,,19.0,Sr19La181ZnCu99O400,19.0,0.0
5101,La1.805Sr0.195Cu0.99Zn0.01O4,,,,,20.0,Sr39La361Zn2(Cu99O400)2,20.0,0.0
5102,La1.8Sr0.2Cu0.99Zn0.01O4,,,,,21.0,Sr20La180ZnCu99O400,23.333333333333332,18.0
5103,La1.79Sr0.21Cu0.99Zn0.01O4,,,,,20.0,Sr21La179ZnCu99O400,20.0,0.0
5104,La1.78Sr0.22Cu0.99Zn0.01O4,,,,,17.0,Sr22La178ZnCu99O400,16.766666666666666,3.3000000000000007
5105,La1.85Sr0.15Cu1O4,,,,,43.0,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
5106,Y1Ba2Cu2.919Zn0.081O6.7,,,,,17.0,Ba2000Y1000Zn81Cu2919O6700,17.0,0.0
5107,Y1Ba2Cu2.931Zn0.069O6.7,,,,,28.0,Ba2000Y1000Zn69Cu2931O6700,28.0,0.0
5108,Y1Ba2Cu2.961Zn0.039O6.7,,,,,38.0,Ba2000Y1000Zn39Cu2961O6700,38.0,0.0
5109,Y1Ba2Cu2.931Zn0.069O6.6,,,,,20.0,Ba2000Y1000Zn69(Cu977O2200)3,20.0,0.0
5110,Y1Ba2Cu2.919Zn0.081O6.75,,,,,20.0,Ba2000Y1000Zn81(Cu973O2250)3,20.0,0.0
5111,Y1Ba2Cu2.919Zn0.081O6.8,,,,,24.0,Ba2000Y1000Zn81Cu2919O6800,24.0,0.0
5112,Y1Ba2Cu2.919Zn0.081O6.83,,,,,28.0,Ba2000Y1000Zn81Cu2919O6830,28.0,0.0
5113,Nd1Ba2Cu3O6.09,A,3.898,,11.882,90.5,Ba200Nd100(Cu100O203)3,90.5,0.0
5114,Nd1Ba2Cu3O6.23,A,3.9,,11.79,60.5,Ba200Nd100Cu300O623,60.5,0.0
5115,Nd1.08Ba1.92Cu3O6.17,A,3.89,,11.814,77.5,Ba192Nd108Cu300O617,77.5,0.0
5116,Y1Ba2Cu4O8,,,,,81.5,Ba2Y(CuO2)4,78.72848101265825,21.0
5117,Hg1Ba2Cu1O4.06,A,3.88723,,9.5372,75.0,Ba100Cu50Hg50O203,73.0,4.0
5118,Hg1Ba2Cu1O4.13,A,3.88367,,9.5298,97.0,Ba200Cu100Hg100O413,78.5,37.0
5119,Hg1Ba2Cu1O4.19,A,3.87923,,9.5244,70.0,Ba200Cu100Hg100O419,82.66666666666667,25.0
5120,La1.85Sr0.15Cu1O4,,,,,38.0,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
5121,La1.7575Pr0.0925Sr0.15Cu1O4,,,,,37.0,Sr60La703Pr37(CuO4)400,37.0,0.0
5122,La1.665Pr0.185Sr0.15Cu1O4,,,,,35.0,Sr30La333Pr37(CuO4)200,35.0,0.0
5123,La1.48Pr0.37Sr0.15Cu1O4,,,,,34.0,Sr15La148Pr37(CuO4)100,34.0,0.0
5124,La1.295Pr0.555Sr0.15Cu1O4,,,,,33.0,Sr30La259Pr111(CuO4)200,33.0,0.0
5125,La1.13Pr0.72Sr0.15Cu1O4,,,,,32.0,Sr15La113Pr72(CuO4)100,32.0,0.0
5126,La0.925Pr0.925Sr0.15Cu1O4,,,,,32.0,Sr6La37Pr37(CuO4)40,32.0,0.0
5127,La1.87Sr0.13Cu1O4,,,,,32.0,Sr13La187(CuO4)100,33.735,3.0
5128,La1.86Sr0.14Cu1O4,,,,,36.0,Sr7La93(CuO4)50,37.475,4.0
5129,La1.9Sr0.1Cu1O4,,,,,27.0,SrLa19(CuO4)10,28.065277777777776,16.1
5130,La1.87Sr0.13Cu1O4,,,,,35.0,Sr13La187(CuO4)100,33.735,3.0
5131,La1.83Sr0.17Cu1O4,,,,,37.0,Sr17La183(CuO4)100,34.82222222222222,17.700000000000003
5132,La1.81Sr0.19Cu1O4,,,,,32.0,Sr19La181(CuO4)100,31.3,3.0
5133,La1.78Sr0.22Cu1O4,,,,,30.0,Sr11La89(CuO4)50,25.174999999999997,9.0
5134,Y1Ba2Cu4O8,,,,,77.0,Ba2Y(CuO2)4,78.72848101265825,21.0
5135,Y0.8Pr0.2Ba2Cu4O8,,,,,66.0,Ba10PrY4(CuO2)20,66.78571428571429,10.799999999999997
5136,Y0.6Pr0.4Ba2Cu4O8,,,,,49.0,Ba10Pr2Y3(CuO2)20,55.25,11.0
5137,Y0.4Pr0.6Ba2Cu4O8,,,,,32.0,Ba10Pr3Y2(CuO2)20,37.875,8.5
5138,Y1Ba2Cu3O7,,,,,90.5,Ba2YCu3O7,90.18623188405797,45.5
5139,Y1Ba2Cu2.99Zn0.01O7,,,,,86.5,Ba200Y100ZnCu299O700,86.5,0.0
5140,Y1Ba2Cu2.98Zn0.02O7,,,,,85.0,Ba100Y50ZnCu149O350,85.0,0.0
5141,Y1Ba2Cu2.97Zn0.03O7,,,,,83.5,Ba200Y100Zn3Cu297O700,78.235,8.299999999999997
5142,La1.85Sr0.15Cu1O4,A,3.772,,13.21,38.0,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
5143,La1.84Sr0.16Cu0.99Co0.01O4,A,3.773,,13.21,30.0,Sr16La184CoCu99O400,29.5,1.0
5144,La1.83Sr0.17Cu0.98Co0.02O4,A,3.775,,13.19,18.0,Sr17La183Co2(Cu49O200)2,17.0,2.0
5145,La1.85Sr0.15Cu1O4,A,3.7949,3.7949,13.214,38.9,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
5146,La1.85Sr0.15Cu0.995Ni0.005O4,A,3.7804,3.7804,13.227,36.1,Sr30La370Cu199NiO800,34.50333333333333,3.1000000000000014
5147,La1.85Sr0.15Cu0.99Ni0.01O4,A,3.7816,3.7816,13.229,33.6,Sr15La185Cu99NiO400,30.675,4.600000000000001
5148,La1.85Sr0.15Cu0.985Ni0.015O4,A,3.7758,3.7758,13.24,31.7,Sr30La370Cu197Ni3O800,27.7,6.199999999999999
5149,La1.85Sr0.15Cu0.975Ni0.025O4,A,3.7825,3.7925,13.218,26.8,Sr6La74Cu39NiO160,19.98,10.3
5150,La1.85Sr0.15Cu0.965Ni0.035O4,A,3.7839,3.7839,13.213,23.8,Sr30La370Cu193Ni7O800,12.950000000000001,21.7
5151,La1.85Sr0.15Cu0.995Zn0.005O4,A,3.7983,3.7983,13.223,31.9,Sr30La370ZnCu199O800,32.3,5.100000000000001
5152,La1.85Sr0.15Cu0.99Zn0.01O4,A,3.7951,3.7951,13.219,27.9,Sr15La185ZnCu99O400,28.360000000000003,3.700000000000003
5153,La1.85Sr0.15Cu0.98Zn0.02O4,A,3.7879,3.7879,13.251,17.5,Sr15La185Zn2(Cu49O200)2,14.3,13.5
5154,La1.905Ba0.095Cu1O4,,,,,31.0,Ba19La381(CuO4)200,29.0,4.0
5155,Bi2Sr2Ca1Cu2O8,,,,,76.0,Sr2CaCu2(BiO4)2,84.95068493150684,39.0
5156,Bi2Sr2Ca1Cu2O8.24,,,,,80.0,Sr50Ca25Cu50(Bi25O103)2,81.775,16.900000000000006
5157,Bi2Sr2Ca1Cu2O8.17,,,,,85.5,Sr200Ca100Cu200Bi200O817,85.5,0.0
5158,Bi2Sr2Ca1Cu2O8,,,,,82.5,Sr2CaCu2(BiO4)2,84.95068493150684,39.0
5159,Bi2Sr2Ca1Cu2O8.14,,,,,81.0,Sr100Ca50Cu100Bi100O407,81.0,0.0
5160,Bi2Sr2Ca1Cu2O8.16,,,,,86.0,Sr50Ca25Cu50(Bi25O102)2,89.21666666666665,7.799999999999997
5161,Bi2Sr2Ca1Cu2O8.16,,,,,86.0,Sr50Ca25Cu50(Bi25O102)2,89.21666666666665,7.799999999999997
5162,Bi2Sr2Ca1Cu2O8,,,,,89.0,Sr2CaCu2(BiO4)2,84.95068493150684,39.0
5163,Bi2Sr2Ca1Cu2O8,,,,,86.0,Sr2CaCu2(BiO4)2,84.95068493150684,39.0
5164,Bi2Sr2Ca1Cu2O8,,,,,82.0,Sr2CaCu2(BiO4)2,84.95068493150684,39.0
5165,Y1Ba2Cu3O7,,,,,86.6,Ba2YCu3O7,90.18623188405797,45.5
5166,Lu1Ba2Cu3O7,,,,11.69,87.0,Ba2LuCu3O7,87.88571428571429,7.400000000000006
5167,Lu1Ba2Cu3O7,,,,11.69,87.0,Ba2LuCu3O7,87.88571428571429,7.400000000000006
5168,Lu1Ba2Cu3O7,,,,11.67,87.0,Ba2LuCu3O7,87.88571428571429,7.400000000000006
5169,Lu1Ba2Cu3O7,,,,11.69,85.0,Ba2LuCu3O7,87.88571428571429,7.400000000000006
5170,Lu1Ba2Cu3O7,,,,,86.0,Ba2LuCu3O7,87.88571428571429,7.400000000000006
5171,Y1Ba2Cu3O7,,,,,86.0,Ba2YCu3O7,90.18623188405797,45.5
5172,Y1Ba2Cu3O7,,,,,80.0,Ba2YCu3O7,90.18623188405797,45.5
5173,Y1Ba2Cu3O7,,,,11.675,89.4,Ba2YCu3O7,90.18623188405797,45.5
5174,Y1Ba2Cu3O7,,,,11.68,92.0,Ba2YCu3O7,90.18623188405797,45.5
5175,La2Cu1O4.03,,,,,25.8,La200Cu100O403,30.95,8.2
5176,La2Cu1O4.04,,,,,28.0,La50Cu25O101,30.0,4.0
5177,Eu1Ba2Cu3O6.5,,3.851,3.904,11.662,92.0,Ba4Eu2Cu6O13,92.0,0.0
5178,La2Cu1O4.08,,,,,30.0,La50Cu25O102,36.2,15.0
5179,Hg0.8Mn0.2Ba2Cu1O4.2,,3.89,,9.343,91.0,Ba10MnCu5Hg4O21,91.0,0.0
5180,Hg0.8Nd0.2Ba2Cu1O4.3,,3.885,,9.461,77.0,Ba20Nd2Cu10Hg8O43,77.0,0.0
5181,Hg0.8Mn0.2Ba2Ca1Cu2O6.2,,3.869,,12.48,114.0,Ba10Ca5MnCu10Hg4O31,114.0,0.0
5182,Hg0.8Ge0.2Ba2Ca1Cu2O6.2,,3.857,,12.599,124.0,Ba10Ca5Cu10Hg4GeO31,124.0,0.0
5183,Hg0.8Nd0.2Ba2Ca2Cu3O8.3,,3.852,,15.794,128.0,Ba20Ca20Nd2Cu30Hg8O83,128.0,0.0
5184,Y1Ba2Cu3O7,,,,11.675,90.0,Ba2YCu3O7,90.18623188405797,45.5
5185,Y1Ba2Cu3O7,,,,11.675,89.0,Ba2YCu3O7,90.18623188405797,45.5
5186,Y1Ba2Cu3O7,,,,11.681,82.0,Ba2YCu3O7,90.18623188405797,45.5
5187,Nd2Cu1F0.1O4,,3.917,,12.09,6.0,Nd20Cu10O40F,6.0,0.0
5188,Nd2Cu1F0.2O4,,3.917,,12.09,13.0,Nd10Cu5O20F,13.0,0.0
5189,Nd2Cu1F0.3O4,,3.917,,12.09,19.0,Nd20Cu10O40F3,19.0,0.0
5190,Nd2Cu1F0.4O4,,3.917,,12.09,23.0,Nd10Cu5(O10F)2,23.0,0.0
5191,Nd2Cu1F0.5O4,,3.917,,12.09,18.0,Nd4Cu2O8F,18.0,0.0
5192,Bi2Sr2Ca1.2Cu3.22O8,,,,,70.0,Sr100Ca60Cu161(BiO4)100,70.0,0.0
5193,Gd1Ba1.5Sr0.5Cu3O6.63,,,,,18.0,Ba150Sr50Gd100(Cu100O221)3,17.0,2.0
5194,Gd1Ba1.5Sr0.5Cu3O6.72,,,,,32.0,Ba75Sr25Gd50(Cu25O56)6,32.0,0.0
5195,Gd1Ba1.5Sr0.5Cu3O6.93,,,,,82.0,Ba150Sr50Gd100(Cu100O231)3,85.5,7.0
5196,Gd1Ba1Sr1Cu3O6.77,,,,,4.0,Ba100Sr100Gd100Cu300O677,4.0,0.0
5197,Gd1Ba1Sr1Cu3O6.93,,,,,83.0,Ba100Sr100Gd100(Cu100O231)3,83.0,0.0
5198,Y1Ba1.5La0.5Cu3O7.22,,,,,36.6,Ba75La25Y50Cu150O361,36.6,0.0
5199,Y0.9Ca0.1Ba1.5La0.5Cu3O7.19,,,,,57.9,Ba150Ca10La50Y90Cu300O719,57.9,0.0
5200,Y0.8Ca0.2Ba1.5La0.5Cu3O7.13,,,,,73.0,Ba150Ca20La50Y80Cu300O713,73.0,0.0
5201,Y0.6Ca0.4Ba1.5La0.5Cu3O7.01,,,,,82.4,Ba150Ca40La50Y60Cu300O701,82.4,0.0
5202,Y0.5Ca0.5Ba1.5La0.5Cu3O6.96,,,,,82.5,Ba75Ca25La25Y25(Cu25O58)6,82.5,0.0
5203,Y1Ba2Cu2.75Co0.25O7.06,,,,,66.2,Ba200Y100Co25Cu275O706,66.2,0.0
5204,Y0.95Ca0.05Ba2Cu2.75Co0.25O7.06,,,,,75.1,Ba200Ca5Y95Co25Cu275O706,75.1,0.0
5205,Y0.9Ca0.1Ba2Cu2.75Co0.25O7.03,,,,,76.9,Ba200Ca10Y90Co25Cu275O703,76.9,0.0
5206,Y0.85Ca0.15Ba2Cu2.75Co0.25O7.01,,,,,80.6,Ba200Ca15Y85Co25Cu275O701,80.6,0.0
5207,Y0.8Ca0.2Ba2Cu2.75Co0.25O7.01,,,,,82.2,Ba200Ca20Y80Co25Cu275O701,82.2,0.0
5208,Y0.75Ca0.25Ba2Cu2.75Co0.25O6.98,,,,,82.4,Ba200Ca25Y75Co25Cu275O698,82.4,0.0
5209,Y0.8Ba2Cu3O6.44,,3.818,3.883,11.629,96.0,Ba50Y20Cu75O161,96.0,0.0
5210,Y0.9Ba2Cu3O6.58,,3.817,3.881,11.639,93.4,Ba100Y45Cu150O329,93.4,0.0
5211,Y1Ba2Cu3O6.69,,3.817,3.889,11.667,97.0,Ba200Y100(Cu100O223)3,80.85,32.3
5212,Y1.1Ba2Cu3O6.87,,3.819,3.889,11.667,95.9,Ba200Y110(Cu100O229)3,95.9,0.0
